amphipoda_tot,bivalvia_tot,clupeidae_tot,clupea_harengus_tot,gadus_morhua_tot,gobiidae_tot,mysidae_tot,non_bio_tot,other_crustacea_tot,other_tot,other_pisces_tot,platichthys_flesus_tot,polychaeta_tot,saduria_entomon_tot,sprattus_sprattus_tot,pred_id,pred_length_cm,pred_weight_g,species,year,quarter,subdiv,ices_rect,X,Y,group,id,n
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_306,23,142,Flounder,2016,4,28,44G9,746.266324619529,6402.824498025482,Flounder,2016_4_44G9_Flounder,59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_308,28,206,Flounder,2016,4,28,44G9,746.266324619529,6402.824498025482,Flounder,2016_4_44G9_Flounder,59
0.05,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,2016_4_FLE_309,21,90,Flounder,2016,4,28,44G9,746.266324619529,6402.824498025482,Flounder,2016_4_44G9_Flounder,59
0,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_310,19,76,Flounder,2016,4,28,44G9,746.266324619529,6402.824498025482,Flounder,2016_4_44G9_Flounder,59
0,6.880000000000001,0,0,0,0,0,0.28,0,0.03,0,0,0,0,0,2016_4_FLE_316,30,286,Flounder,2016,4,28,44G9,746.266324619529,6402.824498025482,Flounder,2016_4_44G9_Flounder,59
0.13999999999999985,0,0,0,0,0,0,0.00999999999999999,0.01999999999999998,0.01,0,0,0,0.8399999999999999,0,2016_4_FLE_319,18,68,Flounder,2016,4,28,44G9,746.266324619529,6402.824498025482,Flounder,2016_4_44G9_Flounder,59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_320,20,108,Flounder,2016,4,28,44G9,746.266324619529,6402.824498025482,Flounder,2016_4_44G9_Flounder,59
0.06000000000000002,0.13,0,0,0,0,0.03999999999999999,0,0.02,0,0,0,0,0,0,2016_4_FLE_321,15,42,Flounder,2016,4,28,44G9,746.266324619529,6402.824498025482,Flounder,2016_4_44G9_Flounder,59
0.15,1.47,0,0,0,0,0,0,0.04999999999999997,1.15,0,0,0,0.05,0,2016_4_FLE_322,26,268,Flounder,2016,4,28,44G9,746.266324619529,6402.824498025482,Flounder,2016_4_44G9_Flounder,59
0.2000000000000001,0.33,0,0,0,0,0,0,0,1.58,0,0,0,0.07,0,2016_4_FLE_324,25,198,Flounder,2016,4,28,44G9,746.266324619529,6402.824498025482,Flounder,2016_4_44G9_Flounder,59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_327,17,74,Flounder,2016,4,28,44G9,746.266324619529,6402.824498025482,Flounder,2016_4_44G9_Flounder,59
0.07,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_333,25,194,Flounder,2016,4,28,44G9,746.266324619529,6402.824498025482,Flounder,2016_4_44G9_Flounder,59
0.11999999999999993,0.08999999999999998,0,0,0,0,0.02,0,0.02,0,0,0,0,0.12,0,2016_4_FLE_337,18,70,Flounder,2016,4,28,44G9,746.266324619529,6402.824498025482,Flounder,2016_4_44G9_Flounder,59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_36,34,592,Flounder,2016,4,25,40G5,519.843161449322,6185.720751768832,Flounder,2016_4_40G5_Flounder,49
0.08000000000000004,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,2016_4_FLE_365,22,162,Flounder,2016,4,28,44G9,746.266324619529,6402.824498025482,Flounder,2016_4_44G9_Flounder,59
0.06999999999999998,3.9000000000000017,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,2016_4_FLE_368,24,170,Flounder,2016,4,28,44G9,746.266324619529,6402.824498025482,Flounder,2016_4_44G9_Flounder,59
0,0.2,0,0,0,0,0,0,0.02,0.4,0,0,0,0,0,2016_4_FLE_374,20,112,Flounder,2016,4,28,44G9,746.266324619529,6402.824498025482,Flounder,2016_4_44G9_Flounder,59
0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,2016_4_FLE_377,17,64,Flounder,2016,4,28,44G9,746.266324619529,6402.824498025482,Flounder,2016_4_44G9_Flounder,59
0.01,0,0,0,0,0,0,0,0,0.04,0,0,0,0.12,0,2016_4_FLE_378,14,44,Flounder,2016,4,28,44G9,746.266324619529,6402.824498025482,Flounder,2016_4_44G9_Flounder,59
0.06,0,0,0,0,0,0,0,0.03,0,0,0,0,0.37,0,2016_4_FLE_379,16,70,Flounder,2016,4,28,44G9,746.266324619529,6402.824498025482,Flounder,2016_4_44G9_Flounder,59
0.01999999999999998,0.74,0,0,0,0,0,0,0.14999999999999986,0.02,0,0,0,0,0,2016_4_FLE_38,19,82,Flounder,2016,4,25,40G5,519.843161449322,6185.720751768832,Flounder,2016_4_40G5_Flounder,49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_380,18,84,Flounder,2016,4,28,44G9,746.266324619529,6402.824498025482,Flounder,2016_4_44G9_Flounder,59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_4,24,161,Flounder,2016,4,25,40G5,519.843161449322,6185.720751768832,Flounder,2016_4_40G5_Flounder,49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_41,33,434,Flounder,2016,4,25,40G5,519.843161449322,6185.720751768832,Flounder,2016_4_40G5_Flounder,49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_427,30,352,Flounder,2016,4,28,44G9,746.266324619529,6402.824498025482,Flounder,2016_4_44G9_Flounder,59
0.08999999999999998,0,0,0,0,0,0,0,0,0.15,0,0,0,0.1,0,2016_4_FLE_432,16,64,Flounder,2016,4,28,44G9,746.266324619529,6402.824498025482,Flounder,2016_4_44G9_Flounder,59
0.10000000000000002,0.01,0,0,0,0,0,0.47,0.01,0.02,0,0,0,0,0,2016_4_FLE_433,14,36,Flounder,2016,4,28,44G9,746.266324619529,6402.824498025482,Flounder,2016_4_44G9_Flounder,59
0,0.79,0,0,0,0,0,0,0,0.42,0,0,0,0,0,2016_4_FLE_434,19,92,Flounder,2016,4,28,44G9,761.8014020988894,6424.274410919798,Flounder,2016_4_44G9_Flounder,59
0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,2016_4_FLE_435,23,168,Flounder,2016,4,28,44G9,761.8014020988894,6424.274410919798,Flounder,2016_4_44G9_Flounder,59
0.11,1.89,0,0,0,0,0,0,0,0,0.4,0,0,0.13,0,2016_4_FLE_437,22,144,Flounder,2016,4,28,44G9,761.8014020988894,6424.274410919798,Flounder,2016_4_44G9_Flounder,59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_439,27,257,Flounder,2016,4,28,44G9,761.8014020988894,6424.274410919798,Flounder,2016_4_44G9_Flounder,59
0.34999999999999964,5.940000000000001,0,0,0,0,0.06,0,0,0.77,0,0,0,0.32,0,2016_4_FLE_440,26,218,Flounder,2016,4,28,44G9,761.8014020988894,6424.274410919798,Flounder,2016_4_44G9_Flounder,59
1.59,1.18,0,0,0,0,0,0,0.03,0.98,0,0,0.04,0.11,0,2016_4_FLE_441,30,352,Flounder,2016,4,28,44G9,761.8014020988894,6424.274410919798,Flounder,2016_4_44G9_Flounder,59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_442,18,74,Flounder,2016,4,28,44G9,761.8014020988894,6424.274410919798,Flounder,2016_4_44G9_Flounder,59
0.48,1.96,0,0,0,0,0,0,0.01,0.49,0,0,0,0.08,0,2016_4_FLE_443,20,98,Flounder,2016,4,28,44G9,761.8014020988894,6424.274410919798,Flounder,2016_4_44G9_Flounder,59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_444,32,370,Flounder,2016,4,28,44G9,761.8014020988894,6424.274410919798,Flounder,2016_4_44G9_Flounder,59
0.19,8.109999999999998,0,0,0,0,0,0,0,0.08,0,0,0,0.06,0,2016_4_FLE_447,29,254,Flounder,2016,4,28,44G9,761.8014020988894,6424.274410919798,Flounder,2016_4_44G9_Flounder,59
0.2699999999999998,1.72,0,0,0,0,0,0,0,0,0,0,0.03,0.7000000000000002,0,2016_4_FLE_449,21,108,Flounder,2016,4,28,44G9,761.8014020988894,6424.274410919798,Flounder,2016_4_44G9_Flounder,59
0.6499999999999992,0,0,0,0,0,0,0,0.03,0.8700000000000001,0,0,0,0.13,0,2016_4_FLE_455,25,202,Flounder,2016,4,28,44G9,761.8014020988894,6424.274410919798,Flounder,2016_4_44G9_Flounder,59
0.02,0.28,0,0,0,0,0,0,0,0.02,0,0,0,0.15000000000000002,0,2016_4_FLE_457,17,64,Flounder,2016,4,28,44G9,761.8014020988894,6424.274410919798,Flounder,2016_4_44G9_Flounder,59
0.08,5.700000000000001,0,0,0,0,0,0,0,0.05,0,0,0,0.23,0,2016_4_FLE_458,24,174,Flounder,2016,4,28,44G9,761.8014020988894,6424.274410919798,Flounder,2016_4_44G9_Flounder,59
0.6599999999999991,0.1,0,0,0,0,0,0,0.03,2.58,0,0,0,0,0,2016_4_FLE_481,31,354,Flounder,2016,4,28,44G9,761.8014020988894,6424.274410919798,Flounder,2016_4_44G9_Flounder,59
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_484,34,364,Flounder,2016,4,28,44G9,761.8014020988894,6424.274410919798,Flounder,2016_4_44G9_Flounder,59
0.08,0.05,0,0,0,0,0,0,0,0,0,0,0,0.02,0,2016_4_FLE_498,14,30,Flounder,2016,4,28,44G9,761.8014020988894,6424.274410919798,Flounder,2016_4_44G9_Flounder,59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_5,24,148,Flounder,2016,4,25,40G5,519.843161449322,6185.720751768832,Flounder,2016_4_40G5_Flounder,49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_509,26,224,Flounder,2016,4,27,43G7,653.8709044502748,6374.097363040129,Flounder,2016_4_43G7_Flounder,11
0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_510,24,166,Flounder,2016,4,27,43G7,653.8709044502748,6374.097363040129,Flounder,2016_4_43G7_Flounder,11
0,0.42,0,0,0,0,0,0,0,0,0,0,0,0.11,0,2016_4_FLE_511,25,212,Flounder,2016,4,27,43G7,653.8709044502748,6374.097363040129,Flounder,2016_4_43G7_Flounder,11
0,2.05,0,0,0,0,0,0,0,0,0.28,0,0,0.4600000000000001,0,2016_4_FLE_512,28,278,Flounder,2016,4,27,43G7,653.8709044502748,6374.097363040129,Flounder,2016_4_43G7_Flounder,11
0,4.299999999999999,0,0,0,0,0,0,0,0.06,0,0,0,0.47,0,2016_4_FLE_513,23,164,Flounder,2016,4,27,43G7,653.8709044502748,6374.097363040129,Flounder,2016_4_43G7_Flounder,11
0.00999999999999999,0.05,0,0,0,0,0,0,0,0.02,0,0,0,3.309999999999992,0,2016_4_FLE_514,22,130,Flounder,2016,4,27,43G7,653.8709044502748,6374.097363040129,Flounder,2016_4_43G7_Flounder,11
0,18.299999999999997,0,0,0,0,0,0,0,0.08,0,0,0.01,0.29,0,2016_4_FLE_515,26,238,Flounder,2016,4,27,43G7,653.8709044502748,6374.097363040129,Flounder,2016_4_43G7_Flounder,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_516,22,128,Flounder,2016,4,27,43G7,653.8709044502748,6374.097363040129,Flounder,2016_4_43G7_Flounder,11
0.06,0.52,0,0,0,0.47,0,0,0.02,0.06,0,0,0,0.27,0,2016_4_FLE_517,21,112,Flounder,2016,4,27,43G7,653.8709044502748,6374.097363040129,Flounder,2016_4_43G7_Flounder,11
0.05999999999999999,0.14,0,0,0,0,0,0,0,0.01,0,0,0,0,0,2016_4_FLE_518,17,66,Flounder,2016,4,27,43G7,653.8709044502748,6374.097363040129,Flounder,2016_4_43G7_Flounder,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_519,27,216,Flounder,2016,4,27,42G7,632.797677217876,6313.9414027099265,Flounder,2016_4_42G7_Flounder,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_520,25,160,Flounder,2016,4,27,42G7,632.797677217876,6313.9414027099265,Flounder,2016_4_42G7_Flounder,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_521,19,74,Flounder,2016,4,27,42G7,632.797677217876,6313.9414027099265,Flounder,2016_4_42G7_Flounder,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_523,29,270,Flounder,2016,4,27,42G7,632.797677217876,6313.9414027099265,Flounder,2016_4_42G7_Flounder,15
0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.5700000000000001,0,2016_4_FLE_524,22,120,Flounder,2016,4,27,42G7,632.797677217876,6313.9414027099265,Flounder,2016_4_42G7_Flounder,15
0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,2016_4_FLE_526,30,310,Flounder,2016,4,27,42G7,632.797677217876,6313.9414027099265,Flounder,2016_4_42G7_Flounder,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_527,27,244,Flounder,2016,4,27,42G7,632.797677217876,6313.9414027099265,Flounder,2016_4_42G7_Flounder,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_528,21,108,Flounder,2016,4,27,42G7,632.797677217876,6313.9414027099265,Flounder,2016_4_42G7_Flounder,15
0.05999999999999999,4.96,0,0,0,0,0,0,0,0.07999999999999999,0,0,0,0.25,0,2016_4_FLE_53,31,374,Flounder,2016,4,25,40G5,519.843161449322,6185.720751768832,Flounder,2016_4_40G5_Flounder,49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_530,24,150,Flounder,2016,4,27,42G7,632.797677217876,6313.9414027099265,Flounder,2016_4_42G7_Flounder,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_531,23,120,Flounder,2016,4,27,42G7,632.797677217876,6313.9414027099265,Flounder,2016_4_42G7_Flounder,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_532,20,80,Flounder,2016,4,27,42G7,632.797677217876,6313.9414027099265,Flounder,2016_4_42G7_Flounder,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_533,22,116,Flounder,2016,4,27,42G7,632.797677217876,6313.9414027099265,Flounder,2016_4_42G7_Flounder,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_535,24,178,Flounder,2016,4,27,42G7,632.797677217876,6313.9414027099265,Flounder,2016_4_42G7_Flounder,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_536,21,102,Flounder,2016,4,27,42G7,632.797677217876,6313.9414027099265,Flounder,2016_4_42G7_Flounder,15
0.12999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,2016_4_FLE_538,20,100,Flounder,2016,4,27,42G7,632.797677217876,6313.9414027099265,Flounder,2016_4_42G7_Flounder,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_540,20,92,Flounder,2016,4,27,43G7,679.0939013398821,6323.1099835783525,Flounder,2016_4_43G7_Flounder,11
0,1.26,0,0,0,0,0,0,0,0,1.1,0,0,0.18,0,2016_4_FLE_541,26,222,Flounder,2016,4,27,42G6,621.3877865821316,6287.603912846024,Flounder,2016_4_42G6_Flounder,32
0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.71,0,2016_4_FLE_542,26,230,Flounder,2016,4,27,42G6,621.3877865821316,6287.603912846024,Flounder,2016_4_42G6_Flounder,32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.41,2016_4_FLE_543,30,360,Flounder,2016,4,27,42G6,621.3877865821316,6287.603912846024,Flounder,2016_4_42G6_Flounder,32
0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,2016_4_FLE_546,25,162,Flounder,2016,4,27,42G6,621.3877865821316,6287.603912846024,Flounder,2016_4_42G6_Flounder,32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_547,30,330,Flounder,2016,4,27,42G6,621.3877865821316,6287.603912846024,Flounder,2016_4_42G6_Flounder,32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_549,27,262,Flounder,2016,4,27,42G6,621.3877865821316,6287.603912846024,Flounder,2016_4_42G6_Flounder,32
0,6.290000000000001,0,0,0,0,0,0,0,0,0,0,0,0.51,0,2016_4_FLE_550,20,86,Flounder,2016,4,27,42G6,621.3877865821316,6287.603912846024,Flounder,2016_4_42G6_Flounder,32
0,3.0399999999999987,0,0,0,0,0,0,0,0,0,0,0,0.5900000000000001,0,2016_4_FLE_551,21,120,Flounder,2016,4,27,42G6,621.3877865821316,6287.603912846024,Flounder,2016_4_42G6_Flounder,32
0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,3.13,2016_4_FLE_553,26,198,Flounder,2016,4,27,42G6,621.3877865821316,6287.603912846024,Flounder,2016_4_42G6_Flounder,32
0,0.79,0,0,0,0,0,0,0.31,0,0,0,0,0,0,2016_4_FLE_554,19,80,Flounder,2016,4,27,42G6,621.3877865821316,6287.603912846024,Flounder,2016_4_42G6_Flounder,32
0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,2016_4_FLE_555,20,90,Flounder,2016,4,27,42G6,621.3877865821316,6287.603912846024,Flounder,2016_4_42G6_Flounder,32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_556,21,110,Flounder,2016,4,27,42G6,621.3877865821316,6287.603912846024,Flounder,2016_4_42G6_Flounder,32
0,5.529999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_557,23,168,Flounder,2016,4,27,42G6,613.6787778890705,6270.682754484021,Flounder,2016_4_42G6_Flounder,32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_559,19,78,Flounder,2016,4,27,42G6,613.6787778890705,6270.682754484021,Flounder,2016_4_42G6_Flounder,32
0.02,0.07,0,0,0,0,0,0,0.04999999999999997,0.29,0,0,0,0,0,2016_4_FLE_56,19,86,Flounder,2016,4,25,40G5,519.843161449322,6185.720751768832,Flounder,2016_4_40G5_Flounder,49
0,0.7000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_560,24,158,Flounder,2016,4,27,42G6,613.6787778890705,6270.682754484021,Flounder,2016_4_42G6_Flounder,32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_566,18,60,Flounder,2016,4,27,42G6,613.6787778890705,6270.682754484021,Flounder,2016_4_42G6_Flounder,32
0,8.02,0,0,0,0,0,0,0,0.03,0,0,0,0,0,2016_4_FLE_567,25,162,Flounder,2016,4,27,42G6,613.6787778890705,6270.682754484021,Flounder,2016_4_42G6_Flounder,32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_568,28,310,Flounder,2016,4,27,42G6,613.6787778890705,6270.682754484021,Flounder,2016_4_42G6_Flounder,32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_573,25,160,Flounder,2016,4,27,42G6,613.6787778890705,6270.682754484021,Flounder,2016_4_42G6_Flounder,32
0,1.64,0,0,0,0,0,0,0,0.01,0,0,0,0,8.84,2016_4_FLE_578,30,303,Flounder,2016,4,27,42G6,613.6787778890705,6270.682754484021,Flounder,2016_4_42G6_Flounder,32
0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_579,18,72,Flounder,2016,4,27,42G6,613.6787778890705,6270.682754484021,Flounder,2016_4_42G6_Flounder,32
0.03,4.56,0,0,0,0,0,0,0,0,0,0,0.1,0,0,2016_4_FLE_580,18,78,Flounder,2016,4,27,42G6,613.6787778890705,6270.682754484021,Flounder,2016_4_42G6_Flounder,32
0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_582,28,246,Flounder,2016,4,27,42G6,613.6787778890705,6270.682754484021,Flounder,2016_4_42G6_Flounder,32
0,2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_583,19,86,Flounder,2016,4,27,42G6,613.6787778890705,6270.682754484021,Flounder,2016_4_42G6_Flounder,32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_584,32,372,Flounder,2016,4,27,42G6,613.6787778890705,6270.682754484021,Flounder,2016_4_42G6_Flounder,32
0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.34,0,2016_4_FLE_587,18,56,Flounder,2016,4,27,42G6,613.6787778890705,6270.682754484021,Flounder,2016_4_42G6_Flounder,32
0,0.8899999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_588,18,66,Flounder,2016,4,27,42G6,613.6787778890705,6270.682754484021,Flounder,2016_4_42G6_Flounder,32
0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,7.78,2016_4_FLE_593,27,262,Flounder,2016,4,27,42G6,613.6787778890705,6270.682754484021,Flounder,2016_4_42G6_Flounder,32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_595,17,50,Flounder,2016,4,27,42G6,613.6787778890705,6270.682754484021,Flounder,2016_4_42G6_Flounder,32
0,0.13,0,0,0,0,0,0,0,0,0,0,0,0.4,0.3,2016_4_FLE_596,30,356,Flounder,2016,4,27,42G6,613.6787778890705,6270.682754484021,Flounder,2016_4_42G6_Flounder,32
0.04999999999999997,1.27,0,0,0,0,0,0,0,0.45,0,0,0,0,0,2016_4_FLE_6,27,268,Flounder,2016,4,25,40G5,519.843161449322,6185.720751768832,Flounder,2016_4_40G5_Flounder,49
0,2.45,0,0,0,0,0,0,0,0,0,0,0,0.64,0,2016_4_FLE_629,27,258,Flounder,2016,4,27,42G6,613.6787778890705,6270.682754484021,Flounder,2016_4_42G6_Flounder,32
0,5.109999999999999,0,0,0,0,0,0,0,0,0,0,0.06,0,0,2016_4_FLE_630,29,278,Flounder,2016,4,27,42G6,613.6787778890705,6270.682754484021,Flounder,2016_4_42G6_Flounder,32
0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,2016_4_FLE_642,23,144,Flounder,2016,4,25,41G6,608.89273231545,6257.5645079384385,Flounder,2016_4_41G6_Flounder,9
0.03,0,0,0,0,0,0.02,0,0.52,0,0,0,0,0.06000000000000002,0,2016_4_FLE_655,17,48,Flounder,2016,4,25,41G6,608.89273231545,6257.5645079384385,Flounder,2016_4_41G6_Flounder,9
0.21999999999999997,0,0,0,0,0,0,0,0.21,0,0,0,0,0.21,0,2016_4_FLE_675,16,48,Flounder,2016,4,25,41G6,608.89273231545,6257.5645079384385,Flounder,2016_4_41G6_Flounder,9
0,5.29,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_676,34,352,Flounder,2016,4,25,41G6,608.89273231545,6257.5645079384385,Flounder,2016_4_41G6_Flounder,9
0,0.5800000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_677,17,64,Flounder,2016,4,25,41G6,608.89273231545,6257.5645079384385,Flounder,2016_4_41G6_Flounder,9
0,0.7,0,0,0,0,0,0,0.03,0.06,0,0,0,0,0,2016_4_FLE_68,30,332,Flounder,2016,4,25,40G5,519.843161449322,6185.720751768832,Flounder,2016_4_40G5_Flounder,49
0.22,0.72,0,0,0,0,0,0,0,0,0,0,0,0.21,0,2016_4_FLE_683,34,444,Flounder,2016,4,25,41G6,608.89273231545,6257.5645079384385,Flounder,2016_4_41G6_Flounder,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_685,34,448,Flounder,2016,4,25,41G6,608.89273231545,6257.5645079384385,Flounder,2016_4_41G6_Flounder,9
0.2,0,0,0,0,0,0,0,0.49,0.02,0,0,0,1.37,0,2016_4_FLE_686,33,378,Flounder,2016,4,25,41G6,608.89273231545,6257.5645079384385,Flounder,2016_4_41G6_Flounder,9
0.01,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,2016_4_FLE_687,16,44,Flounder,2016,4,25,41G6,608.89273231545,6257.5645079384385,Flounder,2016_4_41G6_Flounder,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_7,20,96,Flounder,2016,4,25,40G5,519.843161449322,6185.720751768832,Flounder,2016_4_40G5_Flounder,49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_70,28,162,Flounder,2016,4,25,40G5,519.843161449322,6185.720751768832,Flounder,2016_4_40G5_Flounder,49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_71,31,350,Flounder,2016,4,25,40G5,519.843161449322,6185.720751768832,Flounder,2016_4_40G5_Flounder,49
0,2.66,0,0,0,0,0,0,0,0.15000000000000002,0,0,0,0,0,2016_4_FLE_74,29,314,Flounder,2016,4,25,40G5,519.843161449322,6185.720751768832,Flounder,2016_4_40G5_Flounder,49
0,8.440000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_742,35,462,Flounder,2016,4,25,40G4,468.56173965882385,6170.949656128442,Flounder,2016_4_40G4_Flounder,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_743,36,512,Flounder,2016,4,25,40G4,468.56173965882385,6170.949656128442,Flounder,2016_4_40G4_Flounder,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_744,35,448,Flounder,2016,4,25,40G4,468.56173965882385,6170.949656128442,Flounder,2016_4_40G4_Flounder,4
0,0.29,0,0,0,0,0,0.7,0.06,0,0,0,0,0,0,2016_4_FLE_756,35,620,Flounder,2016,4,25,40G4,467.4999942440124,6169.102506506281,Flounder,2016_4_40G4_Flounder,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_77,33,398,Flounder,2016,4,25,40G5,519.843161449322,6185.720751768832,Flounder,2016_4_40G5_Flounder,49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_88,18,72,Flounder,2016,4,25,40G5,519.843161449322,6185.720751768832,Flounder,2016_4_40G5_Flounder,49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_9,27,252,Flounder,2016,4,25,40G5,519.843161449322,6185.720751768832,Flounder,2016_4_40G5_Flounder,49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_92,17,68,Flounder,2016,4,25,40G5,519.843161449322,6185.720751768832,Flounder,2016_4_40G5_Flounder,49
0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,2016_4_FLE_93,17,72,Flounder,2016,4,25,40G5,519.843161449322,6185.720751768832,Flounder,2016_4_40G5_Flounder,49
0.02,12.18,0,0,0,0,0,0,0.02,0.8600000000000004,0,0,0,0.12,0,2016_4_FLE_94,32,420,Flounder,2016,4,25,40G5,519.843161449322,6185.720751768832,Flounder,2016_4_40G5_Flounder,49
0.08999999999999998,9.16,0,0,0,0,0,0,0.22,0.4500000000000001,0,0,0,0,0,2016_4_FLE_95,32,458,Flounder,2016,4,25,40G5,519.843161449322,6185.720751768832,Flounder,2016_4_40G5_Flounder,49
0.10999999999999996,5.19,0,0,0,0,0,0,0.06,0.26999999999999996,0,0,0,0,0,2016_4_FLE_96,28,292,Flounder,2016,4,25,40G5,519.843161449322,6185.720751768832,Flounder,2016_4_40G5_Flounder,49
0.03,0,0,0,0,0,0.03,0,0,0.19,0,0,0,0,0,2017_1_COD_10,40,495,Cod,2017,1,25,40G4,459.147773711364,6172.882651030415,Large cod,2017_1_40G4_Large cod,35
